entry,gid,monumentna,descriptio,location,district,state,asicircle,photo,mon_num,pb_name,lat,long
126,12056,Flag  Staff Tower,Flag  Staff Tower,400 yards north of Chauburji Mosque near Hindu Rao Hospital,North,Delhi,Delhi Mini Circle,DLMDL022.jpg,DLMDL022,DLM022,28.687911857828468,77.21816388887152
127,12057,D’Eremao Cemetery,D’Eremao Cemetery,Kishanganj Railway Stn.,North,Delhi,Delhi Mini Circle,DLMDL017.jpg,DLMDL017,DLM017,28.66494997600006,77.19683511000005
128,12058,"Lal Darwaza, the northern gate of the outer walls of the Delhi of Shershah.","Lal Darwaza, the northern gate of the outer walls of the Delhi of Shershah.",South Delhi Gate (opposite Maulana Azad Medical College),Central,Delhi,Delhi Mini Circle,DLMDL026.jpg,DLMDL026,DLM026,28.63589737978542,77.24100161274295
129,12059,Lothian Road Cemetery,Lothian Road Cemetery,Kashmeri Gate,North,Delhi,Delhi Mini Circle,DLMDL027.jpg,DLMDL027,DLM027,28.661354295000024,77.23631325800005
130,12060,"Chauburji, situated between mosque, the Flag Staff  and Hindu Rao’s House on Ridge, Delhi","Chauburji, situated between mosque, the Flag Staff  and Hindu Rao’s House on Ridge, Delhi",Ridge near Hindu Rao Hospital,North,Delhi,Delhi Mini Circle,DLMDL016.jpg,DLMDL016,DLM016,28.68156831600004,77.21524204700006
131,12061,Gateways of Badli-Ki-Sarai,Gateways of Badli-Ki-Sarai,Near Azadpur Subzi Mandi,North West,Delhi,Delhi Mini Circle,DLMDL136A.jpg,DLMDL136A,DLM136A,28.719305807799927,77.16723336048581
132,12062,Gateways of Badli-Ki-Sarai,Gateways of Badli-Ki-Sarai,Near Azadpur Subzi Mandi,North West,Delhi,Delhi Mini Circle,DLMDL136B.jpg,DLMDL136B,DLM136B,28.71866085418563,77.16783380584299
133,12063,Site of Siege battery Known as the Sammy House Battery.,Site of Siege battery Known as the Sammy House Battery.,"300 yards East of Mutiny Memorial, Civil Line, Kashmeri Gate (St. Stephen Hospital)",North,Delhi,Delhi Mini Circle,DLMDL041.jpg,DLMDL041,DLM041,28.670292884000048,77.21357104800006
134,12064,Khair-ul-Manazil,Khair-ul-Manazil,Badarpur Bazidpur (Kaka Nagar),New Delhi,Delhi,Delhi Mini Circle,DLMDL005.jpg,DLMDL005,DLM005,28.60750941700008,77.23959298100004
135,12065,Marble Tomb reputed to be that of Nawab Bahadur Jawid Khan in Village of Aliganj,Marble Tomb reputed to be that of Nawab Bahadur Jawid Khan in Village of Aliganj,Aliganj,South,Delhi,Delhi Mini Circle,DLMDL003.jpg,DLMDL003,DLM003,28.580845381000067,77.2161851554288
136,12066,Old Baoli immediately to the west of Hindu Rao's House.,Old Baoli immediately to the west of Hindu Rao's House.,On the ridge Delhi (Hindu Rao Hospital),North,Delhi,Delhi Mini Circle,DLMDL032.jpg,DLMDL032,DLM032,28.67602005600002,77.21225957700005
137,10977,FORT,FORT,MANDOR,JODHPUR,Rajasthan,Jodhpur Circle,JDHRJ061.JPG,JDHRJ061,,26.35388888888881,73.0319444444444
138,10086,Summer Palace of Maharaja Ranjit Singh,Summer Palace of Maharaja Ranjit Singh,Amritsar,Amritsar,Punjab,Chandigarh Circle,,CHAPB002,2,31.637666000000003,74.877166
139,10087,Gateway of the old Sarai Akbar or Jahangir,Gateway of the old Sarai Akbar or Jahangir,Amanat Khan,Taran Taran,Punjab,Chandigarh Circle,,CHAPB003,3,31.510665999999993,74.692823
140,10088,Gateway of the old Sarai Akbar or Jahangir,Gateway of the old Sarai Akbar or Jahangir,Fatehabad,Taran Taran,Punjab,Chandigarh Circle,,CHAPB004,4,31.379999999999995,75.100333
141,10089,Bhatinda Fort,Bhatinda Fort,Bhatinda,Bhatinda,Punjab,Chandigarh Circle,,CHAPB005,5,30.208,74.937166
142,10090,Ancient site and Buddhist Stupa,Ancient site and Buddhist Stupa,Sanghol (Uncha Pind),Fatehgarh Sahib,Punjab,Chandigarh Circle,,CHAPB006,6,30.7894378801348,76.39183429112389
143,10091,Ancient Buddhist Stupa (SGL-11),Ancient Buddhist Stupa (SGL-11),Sanghol,Fatehgarh Sahib,Punjab,Chandigarh Circle,,CHAPB007,7,30.793115999999998,76.395266
144,10092,The mound about 60 feet high known as Mud fort situated in field No.1787/1/1,The mound about 60 feet high known as Mud fort situated in field No.1787/1/1,Abohar,Fazilka,Punjab,Chandigarh Circle,,CHAPB008,,30.15500000000001,74.202833
145,10093,"Baradari, generally known as Anarkali","Baradari, generally known as Anarkali",Batala,Gurdaspur,Punjab,Chandigarh Circle,,CHAPB009,9,31.814166,75.2125
146,10094,Shamsher Khan's Tomb,Shamsher Khan's Tomb,Batala,Gurdaspur,Punjab,Chandigarh Circle,,CHAPB010,10,31.811999999999983,75.213166
147,10095,Takht-i-Akbari,Takht-i-Akbari,Kalianpaur,Gurdaspur,Punjab,Chandigarh Circle,,CHAPB011,11,32.01800038951399,75.16455282403433
148,10096,Seven Kos Minars on old Badshahi highway form Delhi to Lahore,Seven Kos Minars on old Badshahi highway form Delhi to Lahore,Birpind,Jalandhar,Punjab,Chandigarh Circle,,CHAPB012,12,31.1139619286239,75.5209359116885
149,10097,Seven Kos Minars on old Badshahi highway form Delhi to Lahore,Seven Kos Minars on old Badshahi highway form Delhi to Lahore,Chima Kalan,Jalandhar,Punjab,Chandigarh Circle,,CHAPB013,13,31.08811333866909,75.60706393225838
150,10098,Seven Kos Minars on old Badshahi highway form Delhi to Lahore,Seven Kos Minars on old Badshahi highway form Delhi to Lahore,Dakhni Jahangir,Jalandhar,Punjab,Chandigarh Circle,,CHAPB014,14,31.17368741514906,75.40646881792529
151,10099,Seven Kos Minars on old Badshahi highway form Delhi to Lahore,Seven Kos Minars on old Badshahi highway form Delhi to Lahore,Nakodar,Jalandhar,Punjab,Chandigarh Circle,,CHAPB015,15,31.127529505316474,75.47905044457332
152,12017,Rajpur (Mutiny cemetery),Rajpur (Mutiny cemetery),Old Rajpur Cantonment (Maurice Nagar),North,Delhi,Delhi Mini Circle,DLMDL038.jpg,DLMDL038,DLM038,28.69177518300006,77.20640945200006
153,12018,Kos Minar,Kos Minar,Between Purana Qila and Azim Ganj (Zoo),New Delhi,Delhi,Delhi Mini Circle,DLMDL006.jpg,DLMDL006,DLM006,28.602407851224612,77.24549847733758
154,12019,The Mosque,The Mosque,Qudsia Garden opposite ISBT,North,Delhi,Delhi Mini Circle,DLMDL028.JPG,DLMDL028,DLM028,28.670545587000042,77.23068407300008
155,12020,Sheesh Mahal,Sheesh Mahal,"Shalimar Garden, Village Haiderpur",North West,Delhi,Delhi Mini Circle,DLMDL163.jpg,DLMDL163,DLM163,28.720467595000066,77.15435290900007
156,12021,Tripolia Gateways,Tripolia Gateways,Kashmeri Gate,North,Delhi,Delhi Mini Circle,DLMDL051A.jpg,DLMDL051A,DLM051A,28.687163069000057,77.19423214300008
157,12022,Tripolia Gateways,Tripolia Gateways,Kashmeri Gate,North,Delhi,Delhi Mini Circle,DLMDL051B.jpg,DLMDL051B,DLM051B,28.68536475500003,77.19585670900005
158,12023,Tomb of Roshanara & Baradari,Tomb of Roshanara & Baradari,"Raushanara Garden, Subzi Mandi",North,Delhi,Delhi Mini Circle,DLMDL048.jpg,DLMDL048,DLM048,28.673611949000076,77.20026695400009
159,12024,The Punjabi gate in the Roshanara bagh,The Punjabi gate in the Roshanara bagh,"Opposite Municipal Board School, Sabji Mandi",North,Delhi,Delhi Mini Circle,DLMDL036.jpg,DLMDL036,DLM036,28.673607712187028,77.20166633726383
160,12025,The remaining gateways of old magazine with their adjoining building - A,The remaining gateways of old magazine with their adjoining building - A,GPO,North,Delhi,Delhi Mini Circle,DLMDL039A.jpg,DLMDL039A,DLM039A,28.662094770000074,77.23455073000008
161,12026,The remaining gateways of old magazine with their adjoinimg building - B,The remaining gateways of old magazine with their adjoinimg building - B,GPO,North,Delhi,Delhi Mini Circle,DLMDL039B.jpg,DLMDL039B,DLM039B,28.661409227264954,77.23556193450285
162,12027,Uggar Sain's Baoli,Uggar Sain's Baoli,Cannought Place near the Jantar Mantar,New Delhi,Delhi,Delhi Mini Circle,DLMDL052.jpg,DLMDL052,DLM052,28.625861652000033,77.22501523500006
163,12028,Shershah gate,Shershah gate,Opposite Purana Quila,New Delhi,Delhi,Delhi Mini Circle,DLMDL040.JPG,DLMDL040,DLM040,28.608212269000035,77.23955064300003
164,12029,Purana Quila,Purana Quila,"Two miles of South of the Delhi Gate of Shahjahana- bad, Delhi (near ZOO, Mathura Road)",New Delhi,Delhi,Delhi Mini Circle,DLMDL037.jpg,DLMDL037,DLM037,28.61076702500003,77.24262100400006
165,12030,The tomb of Mohammed Shah known as Mubarak Khan- Ka-Gumbaz,The tomb of Mohammed Shah known as Mubarak Khan- Ka-Gumbaz,Lodi Garden,New Delhi,Delhi,Delhi Mini Circle,DLMDL074.jpg,DLMDL074,DLM074,28.590946090000045,77.21829204300008
166,11315,Remainig Gateways of Arab Sarai and of Abadi-Bagh-Buhalima,Remainig Gateways of Arab Sarai and of Abadi-Bagh-Buhalima,Near HumayunΓÇÖs Tomb,South East,Delhi,Delhi Circle,DELDL067.JPG,DELDL067A,DL127B,28.59119633692147,77.24604445038867
167,8256,Ruined Forts of Samudra Gupta &Hansa Gupta,Ruined Forts of Samudra Gupta &Hansa Gupta,"Jhusi,",Allahabad,Uttar Pradesh,Sarnath Circle,SARUP010.JPG,SARUP010,SARUP010,25.426010463798363,81.90013360826298
168,8257,Cave known as Sita-ki-Rasoi,Cave known as Sita-ki-Rasoi,"Mankuar,",Allahabad,Uttar Pradesh,Sarnath Circle,SARUP011.JPG,SARUP011,SARUP011,25.30676959758209,81.79933975817605
169,8298,Lord Cornwallis tomb,Lord Cornwallis tomb,Ghazipur,Ghazipur,Uttar Pradesh,Sarnath Circle,SARUP057.JPG,SARUP057,SARUP057,25.558761131198636,83.54572508699349
170,8258,Extensive mound called HatgauhaDih,Extensive mound called HatgauhaDih,"Shiupur,",Allahabad,Uttar Pradesh,Sarnath Circle,SARUP012.JPG,SARUP012,SARUP012,25.536434220729717,81.80631476899089
171,8259,Garhwa Fort,Garhwa Fort,Sheorajpur,Allahabad,Uttar Pradesh,Sarnath Circle,SARUP013.JPG,SARUP013,SARUP013,25.225820008748258,81.58586610105391
172,8260,Large mound called Surya Bhita,Large mound called Surya Bhita,Shringaverpur,Allahabad,Uttar Pradesh,Sarnath Circle,SARUP014.JPG,SARUP014,SARUP014,25.593416723813988,81.64278107091313
173,8261,Old Nawabi Mosque.,Old Nawabi Mosque.,Akbarpur,Ambedkar Nagar,Uttar Pradesh,Sarnath Circle,SARUP015.JPG,SARUP015,SARUP015,26.421780483043435,82.53752714827263
174,8262,Monuments of Captains Wilsons and Jones,Monuments of Captains Wilsons and Jones,Azamgarh,Azamgarh,Uttar Pradesh,Sarnath Circle,,SARUP018,SARUP018,26.057372222222227,83.18478611111111
175,8263,Old British Cemetery,Old British Cemetery,Azamgarh,Azamgarh,Uttar Pradesh,Sarnath Circle,SARUP020.JPG,SARUP020,SARUP020,26.077726352407197,83.18990090329
176,8264,Ancient site called Garhwa-ka-Kot or Rajbhar-ka-Kot,Ancient site called Garhwa-ka-Kot or Rajbhar-ka-Kot,Garhwa,Azamgarh,Uttar Pradesh,Sarnath Circle,SARUP021.JPG,SARUP021,SARUP021,25.957889974445777,83.3495516699133
177,8265,Ancient site,Ancient site,Garhwa,Azamgarh,Uttar Pradesh,Sarnath Circle,,SARUP022,SARUP022,25.9589,83.34484722222221
178,8266,Tomb of Abhiman,Tomb of Abhiman,Mehnagar,Azamgarh,Uttar Pradesh,Sarnath Circle,SARUP023.JPG,SARUP023,SARUP023,25.883000150965074,83.11666817089332
179,8267,Inscribed stone pillar,Inscribed stone pillar,Pakri,Azamgarh,Uttar Pradesh,Sarnath Circle,SARUP024.JPG,SARUP024,SARUP024,25.76025980095858,83.14460386662371
180,8268,A banyan grove containing traces of ancient building,A banyan grove containing traces of ancient building,Amavey,Ballia,Uttar Pradesh,Sarnath Circle,,SARUP025,SARUP025,25.802449999999993,83.807125
181,8269,Ancient site consisting of ruined fort,Ancient site consisting of ruined fort,Bairant,Chandauli,Uttar Pradesh,Sarnath Circle,SARUP026.JPG,SARUP026,"SARUP026,28,29",25.453748602063044,83.25355880708389
182,8270,Long mound,Long mound,Bairant,Chandauli,Uttar Pradesh,Sarnath Circle,SARUP027.JPG,SARUP027,SARUP027,25.453002298813104,83.25396091347886
183,8271,Small conical mound of ruins called Devi-ka-Sthan,Small conical mound of ruins called Devi-ka-Sthan,Bairant,Chandauli,Uttar Pradesh,Sarnath Circle,SARUP029.JPG,SARUP029,"SARUP026,28,29",25.452119977101006,83.25259928928465
184,8272,Large mound of brick ruins,Large mound of brick ruins,Dhanapur,Chandauli,Uttar Pradesh,Sarnath Circle,,SARUP030,SARUP030,25.450309218380795,83.34900450035093
185,8273,Old ruined Kot,Old ruined Kot,Hetimpur,Chandauli,Uttar Pradesh,Sarnath Circle,SARUP031.JPG,SARUP031,SARUP031,25.393748935080225,83.34716113535545
186,8274,Mound representing the ancient Sukalpura,Mound representing the ancient Sukalpura,Sukalpura,Chandauli,Uttar Pradesh,Sarnath Circle,,SARUP032,SARUP032,25.042933333333337,83.19001666666666
187,8275,Inscribed monolith,Inscribed monolith,Bhagalpur,Deoria,Uttar Pradesh,Sarnath Circle,SARUP035.JPG,SARUP035,SARUP035,26.16741017035831,83.86986317492443
188,8276,An Inscribed stone pillar,An Inscribed stone pillar,Kahaon (ancient Kakubha),Deoria,Uttar Pradesh,Sarnath Circle,SARUP036.JPG,SARUP036,SARUP036,26.269329481298648,83.854601759145
189,8277,Two ruined temples,Two ruined temples,Kahaon (ancient Kakubha),Deoria,Uttar Pradesh,Sarnath Circle,SARUP037.JPG,SARUP037,SARUP037,26.268791337121243,83.85651019005633
190,8278,Long low mound of ruins,Long low mound of ruins,Khukhundu,Deoria,Uttar Pradesh,Sarnath Circle,SARUP038.JPG,SARUP038,SARUP038,26.396065474993677,83.85551345134886
191,8279,Ancient site,Ancient site,Khukhundu&Sajhwar,Deoria,Uttar Pradesh,Sarnath Circle,,SARUP039,SARUP039,26.38746944444445,83.86127777777777
192,8280,Ancient site,Ancient site,Rudrapur,Deoria,Uttar Pradesh,Sarnath Circle,SARUP040.JPG,SARUP040,"SARUP040,41",26.46184246046301,83.60863161779989
193,8281,High square shaped mound,High square shaped mound,Rudrapur,Deoria,Uttar Pradesh,Sarnath Circle,SARUP041.JPG,SARUP041,"SARUP040,41",26.45970833333334,83.60799999999999
194,8282,Extensive mound,Extensive mound,Sohnag,Deoria,Uttar Pradesh,Sarnath Circle,SARUP042.JPG,SARUP042,SARUP042,26.260652570079607,83.90705147736922
195,8283,Mound apparently the remains of Buddhist stupa,Mound apparently the remains of Buddhist stupa,Tarkulwa,Deoria,Uttar Pradesh,Sarnath Circle,SARUP043.JPG,SARUP043,SARUP043,26.628605555555552,83.89126944444445
196,8284,Mounds known as Mani-Parbat,Mounds known as Mani-Parbat,Ayodhya,Faizabad,Uttar Pradesh,Sarnath Circle,SARUP044A.JPG,SARUP044A,"SARUP044A,B",26.7935445902951,82.19995115699936
197,8285,Mounds known as Kuber-Parbat &Sugrib Parbat.,Mounds known as Kuber-Parbat &Sugrib Parbat.,Ayodhya,Faizabad,Uttar Pradesh,Sarnath Circle,SARUP044B.JPG,SARUP044B,"SARUP044A,B",26.79358970603395,82.19986794396051
198,8286,Bebikhanamâs Tomb.,Bebikhanamâs Tomb.,"Faizabad,Tehsil â Faizabad",Faizabad,Uttar Pradesh,Sarnath Circle,SARUP045.JPG,SARUP045,SARUP045,26.791632114288483,82.14430767977619
199,8287,Gulab Bari.,Gulab Bari.,"Faizabad,Tehsil â Faizabad",Faizabad,Uttar Pradesh,Sarnath Circle,SARUP046.JPG,SARUP046,"SARUP046,047",26.78041431365134,82.15706158502603
200,8288,Tomb of Shuja-ud-Daula.,Tomb of Shuja-ud-Daula.,"Faizabad,Tehsil â Faizabad",Faizabad,Uttar Pradesh,Sarnath Circle,SARUP047.JPG,SARUP047,"SARUP046,047",26.77996690362412,82.15747349650958
201,8289,Tomb of Bahu-Begum.,Tomb of Bahu-Begum.,"Faizabad,Tehsil â Faizabad",Faizabad,Uttar Pradesh,Sarnath Circle,SARUP048.JPG,SARUP048,SARUP048,26.766125000000002,82.144475
202,8290,Tomb of Haji Iqbal,Tomb of Haji Iqbal,"Faizabad,Tehsil â Faizabad",Faizabad,Uttar Pradesh,Sarnath Circle,,SARUP049,SARUP049,26.77884532454508,82.17569205248824
203,8291,Enormous Mound known as Masaon-Dih,Enormous Mound known as Masaon-Dih,Aonrihar,Ghazipur,Uttar Pradesh,Sarnath Circle,SARUP050.JPG,SARUP050,SARUP050,25.55260168244118,83.20529096720801
204,8292,Bridge of the Gangi river,Bridge of the Gangi river,Bhimapur,Ghazipur,Uttar Pradesh,Sarnath Circle,SARUP051.JPG,SARUP051,SARUP051,25.614650390540206,83.20130500586617
205,8293,Bhitari Gupta pillar,Bhitari Gupta pillar,Bhitari,Ghazipur,Uttar Pradesh,Sarnath Circle,SARUP052.JPG,SARUP052,SARUP052,25.564224058494887,83.2895729627785
206,8294,Entire ruined fort enclosure,Entire ruined fort enclosure,Bhitari,Ghazipur,Uttar Pradesh,Sarnath Circle,SARUP053.JPG,SARUP053,SARUP053,25.571031938998757,83.28530871346767
207,8295,Remains of the Gupta period,Remains of the Gupta period,Bhitari,Ghazipur,Uttar Pradesh,Sarnath Circle,SARUP054.JPG,SARUP054,SARUP054,25.572353594708503,83.28917040707833
208,8296,Mound of ruins with remains of temples,Mound of ruins with remains of temples,Dildarnagar,Ghazipur,Uttar Pradesh,Sarnath Circle,SARUP055.JPG,SARUP055,SARUP055,25.430844444444446,83.66991666666667
209,8297,Mound of ruins called Suiri-ka-Raj,Mound of ruins called Suiri-ka-Raj,Parmeth,Ghazipur,Uttar Pradesh,Sarnath Circle,SARUP056.JPG,SARUP056,SARUP056,25.52828333333335,83.489875
210,8299,Stone Lat or Pillar standing on the western end,Stone Lat or Pillar standing on the western end,Latiya,Ghazipur,Uttar Pradesh,Sarnath Circle,SARUP058.JPG,SARUP058,SARUP058,25.39606388888889,83.57724722222221
211,8300,High Khera,High Khera,Masaondi,Ghazipur,Uttar Pradesh,Sarnath Circle,,SARUP059,SARUP059,25.554816666666653,83.20443333333334
212,8301,Mound of ruins,Mound of ruins,Masaondi,Ghazipur,Uttar Pradesh,Sarnath Circle,,SARUP060,SARUP060,25.556488888888893,83.20635
213,8302,Two statues representing Varah and Krishna with Gopies,Two statues representing Varah and Krishna with Gopies,Saidpur,Ghazipur,Uttar Pradesh,Sarnath Circle,SARUP061.JPG,SARUP061,SARUP061,25.537764393358756,83.19090161925585
214,8303,A mound,A mound,"Pachran, Tehsil â Gonda",Gonda,Uttar Pradesh,Sarnath Circle,,SARUP063,SARUP063,27.379507605844402,81.95660050888675
215,8304,Mound covered with bricks with the ruins of the temple of Asokanath Mahadeva.,Mound covered with bricks with the ruins of the temple of Asokanath Mahadeva.,"Hathili,Tehsil â Tarabganj",Gonda,Uttar Pradesh,Sarnath Circle,,SARUP064,SARUP064,27.368833333333328,81.95118611111111
216,8305,Extensive remains of a very large  ancient city,Extensive remains of a very large  ancient city,Barhi,Grokhapur,Uttar Pradesh,Sarnath Circle,SARUP065.JPG,SARUP065,SARUP065,26.659591030069976,83.57770668426521
217,8306,A series of enormous mounds,A series of enormous mounds,Barhiapur or BhadarKhas,Gorakhpur,Uttar Pradesh,Sarnath Circle,SARUP066.JPG,SARUP066,SARUP066,26.55872222222223,83.21969444444444
218,8307,Three high conical mounds of brick (ruins of stupas),Three high conical mounds of brick (ruins of stupas),Chaora,Gorakhpur,Uttar Pradesh,Sarnath Circle,SARUP067.JPG,SARUP067,SARUP067,26.67007777777777,83.57435
219,8308,Ancient site,Ancient site,Gagaha,Gorakhpur,Uttar Pradesh,Sarnath Circle,SARUP068.JPG,SARUP068,SARUP068,26.439705555555555,83.43855
220,8309,Extensive mound,Extensive mound,Gopalpur,Gorakhpur,Uttar Pradesh,Sarnath Circle,SARUP069.JPG,SARUP069,SARUP069,26.769063888888887,83.55919166666666
221,8310,"Large and high mound, the ruins of the ancient Domangarh","Large and high mound, the ruins of the ancient Domangarh",Gorakhpur,Gorakhpur,Uttar Pradesh,Sarnath Circle,SARUP070.JPG,SARUP070,SARUP070,26.760438888888885,83.33351666666667
222,8311,Atala Masjid,Atala Masjid,Jaunpur,Jaunpur,Uttar Pradesh,Sarnath Circle,SARUP071.JPG,SARUP071,SARUP071,25.752738507101995,82.6902668191083
223,8312,Cemetery of seven kings of the Sharqui dynasty,Cemetery of seven kings of the Sharqui dynasty,Jaunpur,Jaunpur,Uttar Pradesh,Sarnath Circle,SARUP072.JPG,SARUP072,SARUP072,25.75027920339309,82.69302922757062
224,8313,Jaunpur Fort,Jaunpur Fort,Jaunpur,Jaunpur,Uttar Pradesh,Sarnath Circle,SARUP073.JPG,SARUP073,"SARUP073,74",25.749753517082695,82.6885169459154
225,8314,Hammam or Turkish bath in the old fort,Hammam or Turkish bath in the old fort,Jaunpur,Jaunpur,Uttar Pradesh,Sarnath Circle,SARUP074.JPG,SARUP074,"SARUP073,74",25.74927910579558,82.68820967997677
